Mean,Std,Variance,Delta,Theta,Alpha,Beta,Gamma,Label
9.257292391223398e-07,2.3050182325738733e-05,5.722467565250177e-10,2.5893373770755513e-10,5.382001340052798e-11,2.7641198189791077e-11,5.824754845706742e-11,3.6346320589340716e-11,0
7.357532327786701e-07,3.038672042161559e-05,1.0402221778003656e-09,4.959615785553214e-10,1.0193828703652981e-10,3.3617279493841465e-11,1.0049258201373918e-10,1.015984037582116e-10,0
-1.3137957846935863e-06,3.569683600308014e-05,1.4481920447051854e-09,5.082678847365313e-10,7.514479735419495e-11,3.0268802096604326e-11,1.336988651623617e-10,1.2176145709417628e-10,0
4.3691243330140037e-08,3.176786812104877e-05,1.2152936605002726e-09,9.002462427772856e-10,1.3648301514874563e-10,2.8837826920548388e-11,8.828995431906274e-11,4.712757165349493e-11,0
9.439352017146555e-07,2.1601923530157393e-05,4.856736905248864e-10,2.1934832546992005e-10,4.848624028551146e-11,2.0768006410591388e-11,5.353123014922949e-11,3.20547648758636e-11,0
-8.630552434412078e-07,1.971181645456006e-05,3.9522976667333316e-10,1.4647639286237878e-10,6.27045570054025e-11,2.288763709996774e-11,4.419704883643895e-11,2.3421240814298612e-11,0
-1.2057609849910492e-06,3.133846698522181e-05,1.1919789195368742e-09,6.108991363425654e-10,1.0903646538780327e-10,3.2268892272033094e-11,6.79171802282573e-11,3.4571559179645513e-11,0
1.1168892829283815e-06,3.414215221118615e-05,1.687351790494741e-09,6.990741730803491e-10,2.162456262182903e-10,2.846846858605379e-11,7.576924717731511e-11,3.225639698748837e-11,0
3.1008373142610857e-07,3.400437060722341e-05,1.7025629542165708e-09,1.339055043238503e-09,3.2077316069158274e-10,4.5546253975599784e-11,8.77393004454796e-11,3.969760166722025e-11,0
7.534918074092264e-07,3.209597279239827e-05,1.1633712399660953e-09,6.039332550071503e-10,6.501796131619097e-11,3.148094053485139e-11,1.0181046756594503e-10,5.69653771114525e-11,0
-6.713825085886368e-08,7.908952077659948e-05,7.57345742266193e-09,2.214419206860374e-09,9.809970042215488e-10,3.7947874176397743e-10,2.67010251324423e-09,1.2038555362586737e-09,0
-3.8735529818835184e-07,3.7521169569535316e-05,1.6290156849336443e-09,8.175316507226183e-10,9.516988608637309e-11,2.583790143647272e-11,1.615581145161646e-10,9.326341894764725e-11,0
-1.2032624711855655e-06,3.839294160349118e-05,1.7075602889673342e-09,7.88949657070318e-10,1.011385158629238e-10,6.841740389438563e-11,1.8795010245881967e-10,1.2922212543898157e-10,0
1.3387025450835806e-07,7.542349931925531e-05,7.038073567989859e-09,1.9095806570083636e-09,2.8614752271018227e-10,1.2815750567309256e-10,1.2072844756148218e-09,6.727074985582954e-10,0
2.0047903249710715e-06,7.003682318041999e-05,5.9646839310669816e-09,2.2975663509663844e-09,5.856544262566312e-10,3.418459061010321e-10,1.479524504244481e-09,7.401227089737025e-10,0
-3.636386479139016e-07,4.7333105912541055e-05,2.610712625121334e-09,8.927526709461218e-10,1.4771168839300275e-10,1.406901537638342e-10,4.510521170442314e-10,2.488882482332877e-10,0
-9.386471477248741e-07,6.744404455318562e-05,5.4777018542664566e-09,2.320234169025553e-09,5.295069190759477e-10,2.2604618530088589e-10,1.3174277600800165e-09,5.640509059660116e-10,0
-6.36901882966282e-07,4.332285738240936e-05,2.363324541839736e-09,8.539936249269628e-10,1.45533326477548e-10,4.090110310028409e-11,2.299404506792163e-10,2.3138755711779765e-10,0
1.210111792098027e-06,2.810842462392644e-05,8.404560227830158e-10,2.876058866681759e-10,8.091868243709215e-11,4.2204173812678164e-11,1.7199298241028326e-10,1.0169974185130047e-10,0
5.575100467226285e-07,2.8214048517590795e-05,8.899493022944975e-10,4.60561435196459e-10,8.178584736265317e-11,2.7710902345089823e-11,8.328876168033379e-11,5.257447913536064e-11,0
-9.771625333830858e-07,2.5542418386398955e-05,8.005751461520132e-10,5.97796885244976e-10,1.9127190673342367e-10,2.4735218762886548e-11,4.5818536130584016e-11,2.3161055470237608e-11,0
4.4550693188899497e-07,4.2977577189043236e-05,2.388643897062918e-09,1.778752486338341e-09,1.9667990076015474e-10,7.594970771687566e-11,1.6627879819019396e-10,1.6267352083043475e-10,0
-1.1928357337898664e-06,4.7872372724732004e-05,2.806868093937285e-09,1.7820698190446168e-09,2.50158673314077e-10,4.954393449226631e-11,1.664876691340249e-10,1.2891669966659975e-10,0
9.77438375261577e-07,3.232264455363268e-05,1.2486834558416905e-09,5.39089351053676e-10,8.021222410483876e-11,3.5086860592434027e-11,1.069809092106032e-10,6.769999733256759e-11,0
-4.2517776156935906e-07,3.419658955568602e-05,1.5228412973541994e-09,3.8295853652759784e-10,8.048866473309632e-11,3.446586914506586e-11,1.2445508784270244e-10,9.237827432894117e-11,0
1.9730442508976387e-06,2.7794503794340872e-05,8.911802698223477e-10,3.3641138611729074e-10,5.603812782527716e-11,1.8977081902866185e-11,5.172897524993306e-11,3.245768961950011e-11,0
-1.8471560416280372e-06,6.212678741851474e-05,5.394097057860133e-09,4.9359238509868745e-09,5.591606224878976e-10,7.562525518165903e-11,1.8536053888842779e-10,1.5865077615904693e-10,0
-4.603196212325006e-09,3.929140066134706e-05,1.8876101684487878e-09,1.1140436491366957e-09,2.1636329995927483e-10,6.231052272249764e-11,1.6954605084226302e-10,9.86683231217901e-11,0
-1.099071070502662e-07,2.2711288357962518e-05,5.333422430364016e-10,2.0874131082321996e-10,6.407244453343086e-11,2.0931809304145344e-11,5.777117415573137e-11,3.6660277981019376e-11,0
2.9965376132664274e-07,4.6438485522721066e-05,2.707618167603771e-09,2.5057779352304513e-09,3.9360137150292727e-10,6.691710819271985e-11,1.5962938644591365e-10,1.0264058978284208e-10,0
-5.567671109905328e-07,4.438660035715766e-05,2.632157023101938e-09,1.225958628316937e-09,3.044014677609809e-10,6.969046183634145e-11,1.5327496799015738e-10,1.0889364423493561e-10,0
2.1558676566215278e-08,3.7163789709274255e-05,1.6840760707975782e-09,6.059325862847937e-10,1.3897349337323274e-10,4.7160265078327024e-11,2.512541385531334e-10,1.8231885337343252e-10,0
-4.063111565694487e-09,4.7503209663047146e-05,2.733320356800239e-09,2.0392916536606464e-09,4.264780829457284e-10,9.626583540355597e-11,2.101877316220664e-10,1.6126895729355742e-10,0
6.380484738918014e-08,2.820389974295698e-05,9.189798706505983e-10,3.833901215034509e-10,6.381927168119261e-11,3.290656865378264e-11,1.545689865788893e-10,1.0687601626916825e-10,0
1.437397915093631e-07,3.381449171109904e-05,1.3606586708818715e-09,9.840750098813665e-10,1.5606058429722554e-10,4.2924600064322067e-11,1.9120318441378823e-10,1.3545755329768958e-10,0
1.8080982919392224e-07,3.420299320388978e-05,1.3769028670618092e-09,9.567712058011384e-10,1.3438156793090238e-10,3.5306075753943264e-11,1.4117554270935005e-10,1.2158562584807888e-10,0
-1.0355930325420266e-07,2.6064339237721698e-05,7.894319869129304e-10,5.964734201165274e-10,6.7614915918825e-11,2.921639538990516e-11,9.025722817766533e-11,6.750422519937136e-11,0
-2.774056582560719e-07,1.7854284751643806e-05,3.2583393298902803e-10,1.2467843029203559e-10,4.693755577243565e-11,2.2588469682655556e-11,4.851729024804588e-11,3.5689310543262814e-11,0
3.1765933742978804e-07,4.1146033927026263e-05,2.07759011888597e-09,1.2799693781806617e-09,2.5139054899210727e-10,5.3413043681394435e-11,2.0456856285950454e-10,1.735344242642776e-10,0
-3.382686644688196e-07,3.694971939427491e-05,1.5692607861735926e-09,8.276019000040709e-10,1.0504705612255571e-10,7.707168953961563e-11,2.8285874217506084e-10,1.70672119852182e-10,0
2.683649086323058e-07,3.183517842626301e-05,1.125768986631385e-09,6.004902803068677e-10,8.04998736774282e-11,4.120588535452806e-11,1.946823021085442e-10,1.4458017728748794e-10,0
-2.4759896392682903e-07,3.882043128577609e-05,1.9006233958412567e-09,1.4694776711665293e-09,7.981571606041154e-11,3.8779419304127235e-11,1.3765465022692216e-10,9.671479111563148e-11,0
1.487214457324609e-07,2.6289023060473228e-05,7.919834112230234e-10,5.114385057031437e-10,5.670459587191016e-11,2.4496153577076087e-11,8.718003277471073e-11,7.894458542890092e-11,0
1.2569201054662846e-06,2.5002455350347525e-05,6.869443336115313e-10,3.044238011883482e-10,5.410079676466484e-11,1.984026165039126e-11,7.52278879962376e-11,5.166551218378311e-11,0
-1.44615351406259e-06,4.515308524683642e-05,2.3734336414982576e-09,1.266782534941765e-09,2.0853203122308176e-10,8.46415139203272e-11,3.0952668361075547e-10,2.539654864391442e-10,0
3.322473776012056e-07,3.4599531308513446e-05,1.46484058826405e-09,8.837582773804081e-10,1.5064846585315846e-10,4.30347862934275e-11,1.6146736075983822e-10,1.1909634329923592e-10,0
2.0204231287375225e-07,2.7176610554689555e-05,8.259261791258356e-10,2.991676003462976e-10,6.04315793408261e-11,2.7314694014746898e-11,1.0238445941426771e-10,7.936459204041535e-11,0
-4.3826976135228063e-07,2.303713927114302e-05,5.691491038018297e-10,2.290817355247265e-10,7.041669413911214e-11,2.8100126128334578e-11,6.131152546583891e-11,4.6454588973703435e-11,0
9.93846536219708e-08,3.431717466283448e-05,1.372106246469521e-09,6.178208111713686e-10,1.204040238938532e-10,2.5153632642156644e-11,8.432509818971172e-11,5.1207267351668453e-11,0
5.945804283827429e-07,3.236306580551439e-05,1.2267455254837294e-09,6.097935284452586e-10,1.210734194638117e-10,2.5454547871732888e-11,9.525441897594848e-11,7.334382400912761e-11,0
-3.623905978985242e-07,3.192159431151335e-05,1.380318034182254e-09,9.382708203158523e-10,1.6817926518489476e-10,2.4943009724590398e-11,1.165756825712749e-10,9.947684933518714e-11,0
6.232975407174142e-07,2.5006982713553352e-05,6.939304848730017e-10,2.352506844785102e-10,7.917278012281417e-11,3.3014040876975984e-11,1.673545521411224e-10,1.1700506055468055e-10,0
5.243504415229273e-08,4.2605621446526423e-05,3.172824703994504e-09,2.856809632704474e-09,2.514573976949018e-10,7.165559104602112e-11,1.192047618071025e-10,1.6958195138915712e-10,0
-5.982681177648775e-07,4.373102051592217e-05,2.724345468777076e-09,1.581106076020228e-09,2.228737082553094e-10,5.7889586347002726e-11,1.4774762957982308e-10,1.3293045743424503e-10,0
-1.0968383028335183e-08,3.364596615965532e-05,1.5105453989286333e-09,1.0209119994082562e-09,2.929523206290109e-10,4.012757417745939e-11,1.0422175331566085e-10,7.781986967459774e-11,0
3.2340648990794105e-07,2.7784047262822637e-05,1.0516719151921252e-09,6.331627411778531e-10,1.5293795947580813e-10,3.62094288202003e-11,9.17573420437486e-11,6.358797933960648e-11,0
-3.490731819336923e-07,3.3928338145978704e-05,1.6098470989474889e-09,7.841766275790741e-10,2.1673909739993586e-10,3.4157469155210846e-11,1.0434754562203573e-10,5.672107858371732e-11,0
-4.0656346454126493e-07,1.9215663332263082e-05,3.778356733492617e-10,1.6457415109698502e-10,6.19233945425699e-11,2.0945538879240257e-11,5.838007383581523e-11,4.296138458630843e-11,0
5.244941582405003e-07,4.737102930143507e-05,2.7442631613376977e-09,1.8089605860400789e-09,2.778431278750195e-10,5.684874562648431e-11,2.405579192646968e-10,1.5986640666603318e-10,0
5.456989388691e-07,3.3960887789936957e-05,1.3712953767092426e-09,8.154145624460735e-10,1.3215870767622568e-10,4.8996684876172275e-11,1.573495224130888e-10,1.1526915746184617e-10,0
-3.4525713149212024e-07,2.844001833993012e-05,9.454554011830973e-10,5.922067328850031e-10,9.197008803381218e-11,3.399591514878626e-11,1.0548780929943235e-10,6.878281551513207e-11,0
-6.181087990248481e-07,4.009964622088867e-05,2.0834953187881617e-09,9.137833142684462e-10,1.7270327524341655e-10,3.537681258036923e-11,1.3987384463457326e-10,1.0701571110593684e-10,0
5.824746312825332e-07,4.4231714574062604e-05,2.6523780459352077e-09,2.4938665867626604e-09,3.443826041456783e-10,5.6044039888667875e-11,1.699781709144378e-10,8.47780984308939e-11,0
-9.012737271243341e-07,4.368910905796122e-05,2.6946950343638647e-09,2.2559687633332027e-09,3.530088063933971e-10,3.5023924452606486e-11,1.7970236598773368e-10,1.1393221525344529e-10,0
1.2114455910582416e-06,5.048993605437772e-05,3.1343713377981076e-09,1.7053584805074964e-09,2.3247806820478645e-10,8.122618611930442e-11,3.10250584587728e-10,1.8223831180887758e-10,0
-8.515302740018846e-07,3.431332855869408e-05,1.4112323059718402e-09,9.324841205644186e-10,9.183139917319733e-11,3.4479359037293475e-11,1.3789297933191144e-10,9.512243659424794e-11,0
6.678246294568949e-08,1.9942649892538795e-05,4.098048941555868e-10,1.6083735703954529e-10,5.759524509869155e-11,2.4042207625887616e-11,8.640714632412504e-11,5.2338094441220435e-11,0
4.874667630170792e-07,2.407932702869232e-05,6.747349482694994e-10,1.9262939848908402e-10,4.4023362434054524e-11,1.7237169770465055e-11,5.6658294748176404e-11,4.186399349003922e-11,0
3.621819183018992e-07,4.032446009401467e-05,2.206939417999285e-09,1.4481933782034538e-09,2.1294426260613912e-10,3.978224710875172e-11,1.6826181798093584e-10,1.370604090649882e-10,0
4.530993418157809e-07,4.570850723069341e-05,2.6377180595992673e-09,1.5803876581853393e-09,2.2916475993339384e-10,4.4669912012347745e-11,1.824283318075166e-10,1.7767251965436087e-10,0
-2.8792640510115404e-07,5.391182611992301e-05,3.6257086180117667e-09,1.0566356234339554e-09,1.2639960775364988e-10,8.220239948292758e-11,2.5541380612381895e-10,2.3227173355576032e-10,0
-1.632920666848988e-06,3.242567291543372e-05,1.244739127121239e-09,8.160153187269312e-10,7.554464815784125e-11,3.4966280456403715e-11,1.0802356590243428e-10,8.5810854425644e-11,0
4.904575600522174e-07,5.446861951317686e-05,4.0883243356346495e-09,1.833975162801548e-09,2.3076873412398698e-10,5.0738443478153824e-11,1.1477936244794486e-10,7.989715278169059e-11,0
4.6125511946709094e-07,2.0242855398596645e-05,4.5052876300985543e-10,7.815437750366157e-11,4.769287915401197e-11,2.4437997313739828e-11,1.3298741620054932e-10,8.931515129052897e-11,0
-9.541052194298589e-08,2.219753219102538e-05,5.258987832432372e-10,2.0514558775277481e-10,8.301036077366957e-11,3.624284625512089e-11,1.0847663461187674e-10,7.107356917178625e-11,0
2.08569843728037e-07,3.628167287246835e-05,1.5148914966577234e-09,7.713728638799402e-10,1.5688299284406743e-10,5.787981519384562e-11,2.5967597400164913e-10,1.9806392212195327e-10,0
-4.1997846426002283e-07,4.221606656372017e-05,2.259483827742715e-09,9.900955657056282e-10,9.657207706346427e-11,5.0444297125797416e-11,1.5201114341771742e-10,1.2513840576788502e-10,0
8.160312802861149e-07,3.6828952510924715e-05,1.7399102348081786e-09,6.644343094608335e-10,1.465235763983052e-10,9.351090215629998e-11,2.2780415908740818e-10,1.9600442802831656e-10,0
-9.5754023041505e-07,2.952621041292376e-05,1.0197101242741168e-09,4.6172361339309724e-10,9.085769970085899e-11,2.916791414240977e-11,1.2387863761305418e-10,9.065692377061053e-11,0
4.839435523863227e-07,4.234268832245737e-05,2.2247243122187777e-09,1.5051222096719704e-09,1.532914175757161e-10,4.767302265965678e-11,1.654094099227325e-10,1.420111214245662e-10,0
-5.774592936787311e-07,3.97892208914224e-05,2.0709389150305508e-09,1.3643045365771633e-09,1.248813856202338e-10,3.881614500865407e-11,2.2785111703741337e-10,1.724167252944123e-10,0
3.2393518858370945e-07,2.463089105393304e-05,6.675629789750352e-10,2.3116956656816563e-10,4.354431747903279e-11,1.991819585914798e-11,1.1103230782958307e-10,7.799704335119794e-11,0
1.0180523844113208e-06,2.7315296316224353e-05,8.355676741682375e-10,2.5298265194569223e-10,5.758924857803835e-11,2.4537212760916337e-11,1.0682009676281829e-10,7.919758181519846e-11,0
4.64976329684748e-07,3.376142086974235e-05,1.447473250791318e-09,4.981458531267379e-10,5.829696197163287e-11,2.3002271866710864e-11,7.781673947298951e-11,5.758715175907364e-11,0
-1.977316591518837e-06,2.273226125013277e-05,5.412282307202816e-10,1.500507866458554e-10,4.532777107933434e-11,2.0666543582300626e-11,8.252722387137569e-11,5.685418833046708e-11,0
1.6239490216911233e-07,4.110341651306394e-05,2.2538355602454524e-09,1.8745510161823418e-09,3.113787496899554e-10,3.728045225741362e-11,1.40566147611492e-10,1.1211094143845914e-10,0
-1.3682035153368721e-08,3.386026832499903e-05,1.3748563428075531e-09,8.553373538823312e-10,6.631134033848802e-11,3.750912377081336e-11,1.5876142362471555e-10,1.1032971993718117e-10,0
7.064187783003023e-07,2.5161886253406317e-05,6.893235757587143e-10,2.664238802457076e-10,5.69958589971887e-11,3.621967464421734e-11,1.3720413701934714e-10,8.56808462206735e-11,0
-2.137668426246405e-07,2.6341520529383486e-05,8.090896776151557e-10,4.196526281619563e-10,9.598025018060106e-11,4.263812401478469e-11,1.0369156772388524e-10,6.870002742141754e-11,0
-2.2249235167626307e-07,2.5324353765765715e-05,7.497875657929732e-10,4.784179832812064e-10,5.033264986852057e-11,2.1772709856627088e-11,8.538566330017474e-11,6.0400413258054e-11,0
1.4199455898406643e-08,3.0830275165007446e-05,1.232357007512968e-09,8.962735639002543e-10,1.2828065150934933e-10,3.1614474080740737e-11,8.242884705976487e-11,5.475141916661622e-11,0
-6.266346876457546e-07,3.0318798357110157e-05,1.1932242192114983e-09,9.207155732035625e-10,3.618120858783971e-10,6.149175682019721e-11,1.1273568192605366e-10,6.75930265020285e-11,0
3.9313475379053914e-07,3.7061112831831575e-05,2.073799753922356e-09,1.1130288994767178e-09,2.0564747754887447e-10,4.186969742924051e-11,1.2459611445881915e-10,8.132440354487263e-11,0
-4.110071091497291e-08,4.0936139298002274e-05,2.0284183591552696e-09,1.3878073284677932e-09,1.3536901715488522e-10,3.756133256872195e-11,1.6705478301697587e-10,1.323635263949352e-10,0
4.343512273078323e-08,3.1781342604830864e-05,1.2640734932477834e-09,9.80378574755258e-10,7.801941354973045e-11,2.695209588314236e-11,1.2588020112002436e-10,8.250400690097165e-11,0
6.390804871001645e-07,3.067970588927794e-05,1.1891325771151052e-09,7.846671118195338e-10,1.2727000595753824e-10,2.700680410725514e-11,9.53177464135921e-11,5.994909907082267e-11,0
5.106692425545446e-07,3.251846467839442e-05,1.2118063622800722e-09,7.196130940457061e-10,9.877077673697541e-11,2.828045933669014e-11,1.247150626796304e-10,7.765301878545015e-11,0
-1.2171843271531994e-06,3.296286976203304e-05,1.3812802285318584e-09,7.860645794955497e-10,5.058041269269779e-11,3.4350570469988413e-11,1.2375448167188428e-10,8.049138009210898e-11,0
-3.4735042480661366e-08,3.052166452104898e-05,1.1278614936167973e-09,9.017781930606373e-10,7.84732625725971e-11,3.660798917710779e-11,1.049363561562914e-10,6.622820714080716e-11,0
7.189037197308333e-07,1.906717574681388e-05,3.748747719009254e-10,1.1009684278936294e-10,4.028790584633487e-11,2.2442143466645433e-11,7.683924273134637e-11,4.8109093128564135e-11,0
1.6597781661637113e-07,3.190299340811688e-05,1.3737421734100608e-09,3.7622906945184876e-10,8.938207360090355e-11,2.4969271542820496e-11,6.788666957749248e-11,4.819159306246968e-11,0
-6.864304827995374e-07,3.0007936403661594e-05,1.1339159941193827e-09,8.631912427594932e-10,1.8445622371777458e-10,2.6984570013489485e-11,9.541889240383081e-11,7.775636514812663e-11,0
1.6733714480056064e-06,3.963370487835709e-05,1.9060643714459135e-09,8.54651194301942e-10,1.122103610918095e-10,7.76251936312045e-11,2.579853785790528e-10,1.5732691606976828e-10,0
-1.279285565410592e-06,4.095692928221403e-05,2.052532629055634e-09,1.1150886815823655e-09,1.5276106880893967e-10,5.578000789084184e-11,1.3147945638947535e-10,9.658509244392171e-11,0
-3.3110718009458435e-07,3.958243468853771e-05,2.0742118430269462e-09,1.0096555123022062e-09,1.0806366788017109e-10,3.012580870991313e-11,1.2306884777171017e-10,8.747378002359727e-11,0
5.102898235278447e-08,3.5955950118052265e-05,1.7209545146474354e-09,4.128717168161598e-10,8.95757753195312e-11,2.5763674270339308e-11,1.2417637760246767e-10,7.812077498087915e-11,0
1.29020476787692e-06,5.508652976035111e-05,3.985008198026365e-09,2.2194426212132147e-09,3.22089603583707e-10,7.118124610001347e-11,1.850278807327218e-10,1.722482299596793e-10,0
-1.2894788905190603e-06,3.2830898353075546e-05,1.360042414321386e-09,6.86727617887003e-10,1.0531611415219168e-10,4.079260394838809e-11,1.6562876324364221e-10,1.233360610693826e-10,0
2.930919250604714e-07,4.5711850930281034e-05,2.9415537729623555e-09,1.982524724556801e-09,3.635957884261801e-10,5.27806845870258e-11,9.389924832002771e-11,6.73124652874412e-11,0
-2.6431285481472266e-07,3.2283559581704435e-05,1.287753518369824e-09,6.498456999752381e-10,1.1195019064988377e-10,2.9537966889387145e-11,1.7992670507084052e-10,1.1905926705611229e-10,0
-2.511221406048577e-07,2.5206111233107234e-05,7.095974536413483e-10,3.327447000693278e-10,5.375731131968249e-11,2.224317350697904e-11,8.763074978830082e-11,5.860889248112046e-11,0
3.633039371665552e-07,1.7218765621887534e-05,3.1325290947378504e-10,9.473747936453059e-11,3.365225853665519e-11,1.665905791737068e-11,8.13833890605038e-11,5.346899456737616e-11,0
8.178023867043227e-07,4.1245454222777076e-05,2.4735801049773977e-09,1.3659786014868663e-09,1.416542469475042e-10,3.6573806023125943e-11,8.930268904007837e-11,5.639098547031478e-11,0
-1.284747278528754e-06,4.688108156734384e-05,3.663017175402584e-09,2.7499434457912517e-09,2.9165407487749324e-10,6.229735519566355e-11,1.3041536864967348e-10,1.2184345983812308e-10,0
3.887180659740625e-07,2.4594743543865494e-05,6.732586294218601e-10,3.358409380375309e-10,5.298014944478737e-11,2.223368290261333e-11,1.3650738965103226e-10,9.497304037300044e-11,0
7.856451808183703e-07,3.6829908320862775e-05,2.3144239868595382e-09,1.9345651513466583e-09,8.45451115317098e-11,2.6133747344335856e-11,6.014676472311723e-11,4.0810829143873217e-11,0
-8.235873577689337e-07,2.7100062399916704e-05,9.881964271965527e-10,4.147647064998047e-10,1.4686669329110293e-10,3.682356204990995e-11,1.6130868660271646e-10,1.1486897922329487e-10,0
-5.9493530298119485e-08,4.283002076043318e-05,3.0602359202848775e-09,2.6965868797833145e-09,3.386193620285519e-10,4.463148893334997e-11,9.501956210686037e-11,7.112761535831462e-11,0
-1.8617780519787745e-06,4.0223354341883415e-05,2.506308048251872e-09,9.126041789484839e-10,2.0294091369825232e-10,4.0945949326827215e-11,2.1879448564965046e-10,2.33906583904872e-10,0
2.3366073176317468e-06,4.124052385848508e-05,2.1832549929074455e-09,1.1492219593946909e-09,1.9422717238447472e-10,4.232451303439947e-11,1.1914965455946913e-10,6.463567067688994e-11,0
-1.5450388827598348e-06,4.3148552390114404e-05,2.6994736212091656e-09,1.656259384311037e-09,2.3506481502813325e-10,3.120290889772088e-11,8.519928222833137e-11,5.358592073360263e-11,0
1.4931959929446785e-06,2.7280844877644442e-05,8.565129474191457e-10,5.404203241885115e-10,1.0673878773843163e-10,3.7085030257256096e-11,1.371831494962632e-10,9.859874805416195e-11,0
1.1861856675680791e-07,1.957371653269579e-05,3.963672827693524e-10,1.0952866428449399e-10,6.084437782925397e-11,2.188380011251906e-11,9.089528069058816e-11,6.458731887580457e-11,0
-2.1962082079560788e-06,3.361868073701565e-05,1.7427207842616886e-09,6.701615106752985e-10,7.144932541716556e-11,2.7083917182990538e-11,8.868613726647274e-11,5.26638119050163e-11,0
1.0858400177482749e-06,3.0351570204367174e-05,1.2246035742515407e-09,1.1297556074556203e-09,1.9696429113047266e-10,2.4772074009651344e-11,6.846192037023584e-11,4.6243956900572215e-11,0
5.333253804856815e-07,5.502239779719496e-05,4.7498684053891385e-09,3.388726692311196e-09,4.039911302840771e-10,5.98954089635261e-11,1.9721190683598568e-10,1.6368885584848695e-10,0
1.4362747825472577e-06,2.9380106626034492e-05,9.834609854977776e-10,3.2022711196654507e-10,7.491819614564734e-11,2.425298394420093e-11,8.563770544844462e-11,4.9892014971865023e-11,0
-9.632412395239241e-07,2.5173691143075457e-05,6.963564115972956e-10,3.005486918928007e-10,6.513624587003802e-11,2.2967916119150002e-11,8.359897182970039e-11,5.231676860107035e-11,0
-1.8625079244509657e-07,2.439419982231994e-05,6.239395003075962e-10,3.0646487216198266e-10,1.0011515335822637e-10,4.1500527253937035e-11,1.029981665526453e-10,7.057727245420674e-11,0
-1.6109327575553607e-07,2.0451782746907483e-05,4.6452886963006237e-10,1.4133951943880886e-10,5.601150721662911e-11,2.2257300213677727e-11,7.100382142625986e-11,4.2924823498062247e-11,0
7.704203271933937e-07,4.31629026704879e-05,2.541875521135223e-09,2.1221861619909236e-09,2.3383477800904715e-10,4.9767340658325975e-11,1.400718197310896e-10,9.792784119058596e-11,0
-1.6155716257540223e-06,2.642882249593687e-05,8.474467769307374e-10,6.186331182414127e-10,1.4299871756489888e-10,3.43843111314704e-11,6.791074553371005e-11,4.708015821153751e-11,0
5.287579516081607e-07,4.524682793514768e-05,2.943578378420904e-09,2.4381150955540688e-09,2.0736657120638856e-10,4.727859629364044e-11,1.2458175394090693e-10,8.372576303880092e-11,0
4.3860358281961745e-07,3.090007735211788e-05,1.2774474636678853e-09,1.2274461077991679e-09,1.7552411779566978e-10,2.5684109286880307e-11,8.234363311114646e-11,6.260816714967859e-11,0
-1.3772257552395125e-07,1.715870765943033e-05,3.0186081269938763e-10,1.2206167456267918e-10,4.687622958040996e-11,2.460792347618706e-11,6.037231565801452e-11,3.8595436205111275e-11,0
-4.0663268374344577e-07,2.7373812995144147e-05,1.175790730055435e-09,1.1424301037632278e-09,2.2329110994516164e-10,3.9186150740111145e-11,6.035989411854981e-11,4.04872686834943e-11,0
6.906225560815664e-07,1.8699797144432913e-05,3.6693445692090915e-10,1.262613319805515e-10,5.456005031807474e-11,1.8575724299941014e-11,8.400180407089456e-11,5.396598213118717e-11,0
1.6115911901166682e-07,1.9198797184746104e-05,3.855789044659059e-10,1.0607227638518213e-10,5.7710071715174686e-11,2.1523685106182094e-11,7.681161040521593e-11,7.105948215227172e-11,0
-5.839113064710952e-07,4.878318098571541e-05,3.5318937275631224e-09,1.618775133221053e-09,1.7745424529036093e-10,1.2146213646260955e-10,2.6404370808514226e-10,2.1972192308632712e-10,0
3.3958623990941767e-07,2.137860772524037e-05,4.922238164216121e-10,1.5675412493177047e-10,5.266430547395975e-11,1.9295615676543552e-11,7.9007942289588e-11,4.6830157286740086e-11,0
3.599040225735563e-08,1.85381264903911e-05,3.6073127664548997e-10,1.1682216954453883e-10,4.814644280042756e-11,1.966782435852552e-11,7.630265436683753e-11,4.760133555632868e-11,0
-1.840303525788305e-07,1.6777921875116428e-05,2.937876211322759e-10,9.737535293645484e-11,4.412376012073274e-11,1.7060877499829216e-11,7.051144414638378e-11,4.275065930292134e-11,0
-8.882703348604035e-07,3.252543222550502e-05,1.3401921705679532e-09,4.4411504457625467e-10,1.0054021632810848e-10,2.6799379099070295e-11,8.29238400519231e-11,5.3751858419098995e-11,0
9.502656221084457e-07,3.433619580259424e-05,1.588036161342787e-09,1.2601729702925628e-09,1.5077667162536844e-10,3.288283851833575e-11,1.2776261310141225e-10,9.735175335248561e-11,0
2.2050422112922468e-07,2.1356032633968316e-05,5.075681257998569e-10,1.7207864411131042e-10,4.3574967682203034e-11,1.765727687829472e-11,7.835093229199608e-11,5.1292559994690414e-11,0
-3.9968486133452957e-07,2.3190085715467418e-05,6.122173349080906e-10,2.982008457016856e-10,1.1855044923983134e-10,3.3692672062208176e-11,8.655574355066799e-11,5.281823879618864e-11,0
1.234932422796482e-07,2.960297217358213e-05,1.2297080572458835e-09,7.184041839123727e-10,1.6306478984526546e-10,3.2733705731487984e-11,8.24321992496001e-11,5.555002447450826e-11,0
-1.904415807432795e-07,1.6124547083110195e-05,2.71393274902695e-10,7.822648405007715e-11,4.556901815624609e-11,1.8010397572289082e-11,6.244592649641112e-11,3.767137103033924e-11,0
